# arcos_cerrados: A1 A2 A3 A4 A5 A6 A7 A8 A9
id,sev,repo,arco,estado,evidencia,informe,donde
QM-17,P3,quantum,—,hecho,quantum#136,suite.md,"`website/docs/install.md:31`, `website/docs/quickstart.md:31`; `.github/workflows/integration.yml:75-100`"
QM-18,P3,quantum,—,hecho,nucleus#473 + quark#350 + orbit#427,suite.md,"releases de `quark`, `orbit`, `nucleus` (release-please)"
QM-19,P3,quantum,—,hecho,nucleus#469 + quark#348 (primer corte con suelos),suite.md,`scripts/manifest-guard.sh` (salida)
QK-21,P1,quark,A4,hecho,"CONFIRMADO contra motores reales y ARREGLADO (quark#393): el mapeo de tipos colapsaba todo entero Go (int8..int64, uint8..uint64) en un solo INTEGER y todo flotante en REAL para PostgreSQL/SQLite: un int64 no cabe en int4 y un float64 pierde precisión en float4. La PK autoincremental sale SERIAL, no BIGSERIAL. pkg/model de nucleus emite BIGINT/DOUBLE PRECISION/BIGSERIAL para el MISMO modelo. MySQL lo rechazaba con Out of range value, PostgreSQL y SQL Server también; Oracle nunca tuvo el problema. Hoy los enteros mapean por anchura y las claves son de 64 bits en todos. Destapó que el diff comparaba el tipo desnudo de una PK sin pasar por el camino de la PK: en SQLite sólo INTEGER PRIMARY KEY aliasa el rowid",quark.md,`internal/migrate/migrate.go:409-424`
QK-22,P2,quark,A4,hecho,"NO ERA UN DEFECTO: la CTE recursiva funciona desde que entraron los operadores de conjunto — UnionAll(...).AsSubquery() compone el cuerpo anchor UNION ALL step. Lo que S0 leyó fue el COMENTARIO de WithRecursive, que seguía diciendo que la superficie tipada no modelaba UNION; la nota sobrevivió a lo que describía. Comentario corregido y Q37 comprueba que un árbol de cuatro niveles vuelve entero (quark#391)",quark.md,`internal/enginesuite/querybench_cases_test.go` Q36/Q37
QK-23,P2,quark,A4,hecho,"Medido de más: unir la CTE ya funcionaba, y el top-N por grupo con ella también. Lo que faltaba de verdad era leer DE la CTE cuando las filas derivadas SON la consulta, que es FromCTE (quark#391). El soft-delete se desengancha bajo FromCTE —filtraba una columna que la CTE no tiene por qué llevar— y el de tenant no, porque quitarlo convertiría una columna ausente en lecturas cruzadas",quark.md,`internal/enginesuite/querybench_cases_test.go` Q33/Q44
QK-24,P3,quark,A12,abierto,"GroupBy sin Select() deja la proyección en SELECT *, inválido con GROUP BY en todo motor salvo SQLite y MySQL permisivo: pasa en el banco y fallaría en producción sobre PostgreSQL. Desde quark#392 AVISA nombrando el arreglo; convertirlo en ERROR rompe a quien depende de los motores permisivos, así que espera al major que QADR-0010 acumula",quark.md,`internal/enginesuite/querybench_cases_test.go` Q22/Q23
NU-50,P2,nucleus,A4,hecho,quark#395 RECHAZA un tag db cuyo nombre de columna no puede ser un identificador y nombra la otra gramática; nucleus#520 nombra la de quark cuando sus tokens llegan sin reconocer; el guard umbrella-tag-grammar lo comprueba en el árbol. Antes: pkg/model y quark leían ambos un tag db con gramáticas incompatibles y ninguno avisaba: un modelo estilo nucleus deja a quark creyendo que hay una columna llamada column:email;unique;not null y sin clave primaria; al revés se pierden size= y pk: con sólo un WARN de arranque,nucleus.md,`pkg/model/meta.go:427-509` frente a `quark/internal/schema/schema.go:337-378`
NU-68,P2,nucleus,A5,hecho,nucleus#531,nucleus.md,"`pkg/accounts` — lockout progresivo, 429 también con la contraseña correcta"
NU-69,P2,nucleus,A5,hecho,nucleus#530,nucleus.md,`SessionManager.Revoke`/`RevokeWhere` y denylist de jti opt-in
NU-70,P3,nucleus,A5,hecho,nucleus#530,nucleus.md,`User.Roles`/`Claims.Roles` por adición; el proveedor OIDC los puebla
NU-71,P3,nucleus,A5,hecho,nucleus#529,nucleus.md,"HTML/multipart, adjuntos, plantillas y `mail.EnqueueTx` por el outbox"
NU-72,P3,nucleus,A12,abierto,,nucleus.md,diferido con razón: encender `session_idle_timeout` caduca sesiones en todo despliegue que actualice (QADR-0010). Visible desde 1.32.0 en `doctor security` y en el baseline ASVS (V3.3.2)
OR-45,P2,orbit,A6,hecho,arreglado de raíz en nucleus#545 (QueryOpts.ExactTotal cuenta las filas de ESA consulta) y gastado por el listado del panel en orbit#482; banco DS-04 present,orbit.md,`internal/admin/datastudio.go` ; banco DS-04: total -1 / is_estimated true en toda lista
OR-46,P2,orbit,A6,hecho,"orbit#483: el visor lee primero las claves del proveedor de auth del propio panel (username, email, id) y después las genéricas de aplicación; la fila lleva user, user_agent, device y current, y una llamada revoca todas las de una cuenta sin revocarse a sí misma; banco OPS-16 present (y OPS-02, OPS-04 con él)",orbit.md,`internal/admin/sessions.go:58-70` ; banco OPS-16: la fila de sesión nunca nombra a su operador
OR-47,P3,orbit,A6,hecho,"orbit#484: la vista distingue «no hay dónde mirar» de «falló mirar» — sin directorio devuelve lista vacía con available:false y el motivo, y un path que EXISTE y no es directorio sigue siendo error (una migrations_path mal escrita leída como «nada que aplicar» no se vería hasta que un despliegue necesitara las migraciones que nadie listó); banco OPS-17 present",orbit.md,`internal/admin/management_migrations.go` ; banco OPS-17
OR-48,P3,orbit,A6,hecho,"orbit#484: un catch-all por método bajo /api/ contesta 404 JSON y conserva el 405 consultando el mapa de rutas del panel (medido: un catch-all ciego convierte TODO 405 en 404, que afirma que un endpoint no existe cuando sí existe). Destapó OR-52",orbit.md,"`internal/admin/panel.go:444,460` (el fallback de la SPA tapa los 404 de /api)"
OR-49,P3,orbit,A6,hecho,"orbit#484: contrato orbit.Cache (nombre, recuento, vaciado) porque NADA en el framework cablea una caché a una aplicación — pkg/cache es una biblioteca, no un servicio, así que no había ninguna que el panel pudiera descubrir; tres posturas (declared/redis/none) y el botón se RETIRA donde no hay nada que vaciar, en vez de ofrecerse y rechazar; banco OPS-11 present",orbit.md,`internal/admin/runtime_cache.go` ; banco OPS-11
OR-50,P3,orbit,A6,hecho,"orbit#484: la vista añade health (el chequeo del propio emisor, acotado a 2 s) y delivery (el outbox: encolados, fallidos, el más antiguo pendiente); el alcance va en el payload porque el recuento es de TODOS los topics y el correo es uno solo (NU-76); banco OPS-13 present",orbit.md,`internal/admin/runtime_email.go:20-65` ; banco OPS-13
NU-73,P1,nucleus,A6,hecho,"nucleus#540 (flashSweepWriter.Hijack por http.ResponseController, con test de contrato a través de la pila por defecto), publicado en nucleus v1.29.0 y verificado desde orbit al subir el pin en orbit#482: banco OPS-06 abre el stream y recibe stream.ready",nucleus.md,"`pkg/auth/session.go:120,129-160` — flashSweepWriter sin Hijack: todo websocket de toda aplicación revienta"
NU-74,P3,nucleus,A10,abierto,la medición se fue con los ejemplos (decisión de producto 2026-09-12),nucleus.md,`internal/cli/quickstart_cliff_test.go` — nada prueba que el quickstart sea copiable
NU-75,P3,nucleus,A10,abierto,la medición se fue con los ejemplos (decisión de producto 2026-09-12),nucleus.md,`website/docs/getting-started/minimal-api.md` — los 20 símbolos ya no los cuenta nadie
QK-25,P2,quark,A8,hecho,"hecho en A8 S2 (quark#406): WhereLike/WhereNotLike, WhereContains/StartsWith/EndsWith, los tipados Contains/StartsWith/EndsWith/LikeEscaped y el AST Like/Contains emiten LIKE ? ESCAPE '\' (doblado en MySQL/MariaDB) con el valor escapado por EscapeLike; el guard rechaza un escape colgante; SharedSuite lo prueba en los cinco motores; familia qk25 del banco 11 de 11, banco 29 de 69",quark.md,"`internal/guard/guard.go:284` (whitelist de operadores sin ESCAPE) y `expr.go:126` (Cmp) — el builder no puede emitir LIKE … ESCAPE, que es lo único que neutraliza un comodín en esos dos motores"
OR-51,P3,orbit,A6,hecho,"nacido en orbit#482 por una dependencia topológica, no por descuido: quarkdatasource pina la RAÍZ de orbit y el CI lo construye con GOWORK=off, así que no puede nombrar datasource.Filter hasta que la raíz que lo publica tenga tag. Mientras tanto el panel RECHAZA los filtros con operador sobre él (OperatorFilterSource) en vez de contestarlos sin filtrar",orbit.md,"`quarkdatasource/store.go` — no implementa OperatorFilterSource; el parche está escrito y medido, y entra tras la release de la raíz"
OR-52,P3,orbit,A6,hecho,"nacido y cerrado en orbit#484: el id de un export es su clave de almacenamiento, que lleva una barra, así que GET /api/exports/{id} (un solo segmento) NUNCA casó con los ids que el propio panel emite. Caía al fallback de la SPA y volvía como 200 text/html, y por eso el banco lo daba por bueno: OPS-15 llevaba desde S0 registrado present leyendo una página web. Sólo se ve al cerrar OR-48. La ruta toma {id...}; la de descarga sigue siendo más específica y gana",orbit.md,`internal/admin/panel.go` (ruta de estado de export) ; banco OPS-15 — un 200 no es evidencia hasta que algo del cuerpo lo es
NU-76,P3,nucleus,A7,hecho,"hecho en A7 S7 (nucleus#558): RuntimeSnapshot.Topics y TopicSnapshotFor, con el último error por topic",nucleus.md,"`pkg/outbox/outbox.go` InspectRuntime — sin recuento por topic (ni último error de entrega), que es lo que se mira cuando un correo concreto no llega"
NU-77,P2,nucleus,A7,hecho,hecho en A7 S9 (nucleus#560): busy_timeout en el DSN de sqlite y la entrega del outbox arranca tras el OnStart de los módulos,nucleus.md,"`pkg/app/app.go:633` (Outbox.Start antes del OnStart de los módulos, primera pasada inmediata y poll de 1 s) + `pkg/db/instrument.go:369` (el DSN de sqlite va pelado, sin busy_timeout)"
NU-78,P2,nucleus,A7,hecho,hecho en A7 S5 (nucleus#556): el slot de concurrencia se toma dentro de la goroutine y el bus acotado descarta con log en vez de bloquear al emisor,nucleus.md,`pkg/signals/signals.go` EmitAsync toma el slot en la goroutine del emisor
NU-79,P2,nucleus,A7,hecho,hecho en A7 S5 (nucleus#556): Emit recupera el pánico y lo convierte en ErrHandlerPanic,nucleus.md,`pkg/signals/signals.go` Emit sin recover (EmitAsync sí lo tiene)
NU-80,P2,nucleus,A7,hecho,hecho en A7 S1 (nucleus#550): el job sin handler se retiene hasta que su handler registra,nucleus.md,`pkg/tasks/providers/memory/memory.go` worker descarta el tipo sin handler
NU-81,P3,nucleus,A7,hecho,hecho en A7 S3 (nucleus#554): los instrumentos jobs.* viven en internal/jobstelemetry y los graban los tres proveedores,nucleus.md,los siete jobs.* viven dentro de providers/asynq; el outbox no instrumenta
NU-82,P3,nucleus,A7,hecho,hecho en A7 S3 (nucleus#554): el snapshot del proveedor por defecto cuenta pendientes y activos de verdad,nucleus.md,`pkg/tasks/providers/memory/inspector.go` sólo rellena processed y failed
NU-83,P2,nucleus,A7,hecho,"hecho en A7 S3 (nucleus#554): nucleus.TaskInspectorFrom, interfaz opcional para no crecer Runtime",nucleus.md,`pkg/nucleus/nucleus.go` Runtime sin TaskInspector() — mitad de nucleus de OR-53
OR-53,P2,orbit,A7,hecho,"hecho en el tren de A7 (orbit, con la release de nucleus que publica TaskInspectorFrom): el inspector se resuelve POR LLAMADA, porque los OnStart de los modulos corren antes de que el framework construya el runtime de jobs",orbit.md,`orbit.go` PanelConfig sin TaskInspector; la vista de colas de A6 es inalcanzable
NU-84,P1,nucleus,A7,hecho,"hecho en A7 (nucleus#552): el claim recupera los mensajes con lease vencido, con segador acotado",nucleus.md,`pkg/outbox/dispatcher.go` el lease se escribe y nunca se usa para reclamar
NU-85,P1,nucleus,A7,hecho,hecho en A7 (nucleus#552): índices por dialecto y pkg/outbox en la matriz de motores reales,nucleus.md,`pkg/outbox/outbox.go` ensureSchema; la lane de matriz no ejecuta pkg/outbox
NU-86,P2,nucleus,A7,hecho,hecho en A7 S11 (nucleus#562): jobs_retention borra los terminados; los muertos nunca,nucleus.md,`pkg/tasks/providers/sql` sin retención ni barredora
NU-87,P2,nucleus,A12,abierto,"confirmado por la revisión adversarial de S2 y REASIGNADO a A12 al cerrar A7: es rendimiento, que es el arco de A12, y la cola cumple su contrato sin ello — el claim 1+N es correcto y portable a los cinco motores, sólo no escala",nucleus.md,`pkg/tasks/providers/sql/claim.go` sin SKIP LOCKED donde existe
NU-88,P2,nucleus,A7,hecho,hecho en A7 S9 (nucleus#560): con busy_timeout en el DSN la contención de sqlite espera en vez de fallar,nucleus.md,`pkg/tasks/providers/sql` ninguna escritura tolera SQLITE_BUSY
NU-89,P1,nucleus,A7,hecho,hecho en el tren de A7 (nucleus#563): las sondas se montan en Run y solo para la ruta que la aplicacion no ha reclamado; TestOwnLivezKeepsBooting falla con el panico si vuelven a New,nucleus.md,"`pkg/app/app.go` registraba /livez y /readyz en New: ServeMux rechaza un patron duplicado, asi que una aplicacion que ya servia el suyo dejaba de arrancar en una minor (QADR-0010)"
NU-90,P1,nucleus,A7,hecho,hecho en el tren de A7 (nucleus#564): ServeSSE limpia el plazo de la conexion; TestSSEOutlivesTheServerWriteTimeout entrega 4 de 8 mensajes sin el arreglo,nucleus.md,"`pkg/realtime/sse.go` — http.Server.WriteTimeout cuenta desde que llega la peticion, no por escritura: con el 60s de fabrica todo stream SSE moria al minuto, y el keep-alive no salva porque el plazo es de la conexion"
NU-91,P2,nucleus,A7,hecho,"hecho en el tren de A7 (nucleus#566): el doctor abre la base, nombra la tabla y avisa del jobs_redis_url que el proveedor ignora; tres tests que muerden",nucleus.md,"`internal/cli/doctor.go` caia al default con jobs_provider: sql y respondia unknown, mientras config_validate_layers.go lo acepta: el diagnostico declaraba rota una configuracion valida"
NU-92,P2,nucleus,A7,hecho,"hecho en el tren de A7 (nucleus#565): reenlaza al cambiar el proveedor, y jobstelemetry gana el test del SEGUNDO proveedor (el que tenia pasa sin reenlazar: medía la delegacion de OTel)",nucleus.md,"`pkg/tasks/providers/asynq/tasks.go` ataba los instrumentos con sync.Once; OTel delega los creados antes del PRIMER SetMeterProvider, pero solo una vez, asi que un segundo proveedor no alcanza a los anteriores"
NU-93,P2,nucleus,A7,hecho,"hecho en el tren de A7 (nucleus#568): por defecto UTC, Location explicito sigue ganando; el test muerde bajo TZ=Europe/Madrid",nucleus.md,"`pkg/tasks/providers/sql/scheduler.go` leia el cron en la zona local y los otros dos en UTC, sin zona fijada en el cableado: cambiar de proveedor movia cada 0 3 * * * por el desfase del host"
NU-94,P3,nucleus,A7,hecho,"hecho en el tren de A7 (nucleus#566): fila corregida, comentario retirado y profiling_enabled registrada con la referencia publica regenerada",nucleus.md,"tres afirmaciones caducadas: la fila jobs_provider decia que el arranque rechaza el cron sobre sql, un comentario de jobs.go lo repetia tres lineas sobre el NewScheduler, y profiling_enabled no estaba en el registro de claves"
NU-95,P3,nucleus,A7,hecho,hecho en el tren de A7 (nucleus#562 y #569): el gate espera por progreso con techo y sale de la lane de -race y de la de asynq; los tests de tipo sin handler esperan a que el job llegue a reposo,nucleus.md,"cuatro tests median la maquina y no la cola: ventana fija leida entre el claim y el release, 120s fijos para drenar 10.000 jobs, el gate corriendo dos veces mas de las necesarias, y schedulers que el test no cerraba"
OR-54,P2,orbit,A7,hecho,"hecho con OR-53: enabled es ahora lo que el inspector contesta, con la URL de Redis al lado para quien lea un despliegue de Redis",orbit.md,"`internal/admin/management.go` — enabled significaba 'hay una URL de Redis', asi que una cola sobre la base de datos propia funcionaba y el panel decia que los jobs estaban apagados"
OR-55,P2,orbit,A7,hecho,hecho con OR-53: la sonda lee el snapshot y la aplicacion del banco declara un job; quitando el cableado el banco se pone rojo,orbit.md,"OPS-14 media que el endpoint devolviera 200: buscaba una clave queues de nivel superior que la respuesta nunca ha tenido, y la aplicacion del banco no declaraba ningun job"
QK-26,P1,quark,A8,hecho,"hecho en A8 S1 (quark#404): el *Tx lleva router e inquilino (confineTx, una sola funcion desde router.Tx y Client.BeginTx), ForTx confina con la misma funcion que For, la transaccion fija el inquilino (ADR-0025 de quark: sin inquilino hereda, otro inquilino falla con ErrTenantMismatch), las escrituras miran q.err, Preload cualifica la tabla; RLS-13 a present con evidencia positiva, banco 21 de 69",quark.md,"`tx.go` + `rls_native.go:622` — el confinamiento por tenant NO sobrevive a una transaccion: TenantRouter.Tx entrega un *Tx desnudo para toda estrategia que no sea RowLevelSecurityNative, asi que dentro de router.Tx una consulta ve y escribe fuera de su tenant en SchemaPerTenant y RowLevelSecurityClient"
QK-27,P2,quark,A8,hecho,"hecho en A8 S3 (quark#407): applyCreateTable emite la tabla ENTERA (FK y CHECK inline, índices como CREATE INDEX), Diff crea las tablas referenciadas primero, casa las FK por composición y no por nombre, lee la acción vacía como NO ACTION y casa un índice por forma; el modelo declara índices con quark:""index"" y Migrate/PlanMigration los leen; MIG-01/02/03/06 a present, banco 33 de 69",quark.md,"`migrate_execute.go:392-455` — applyCreateTable solo lee t.Columns y descarta t.Indexes, t.ForeignKeys y t.Checks, devolviendo nil. Los dos godoc se contradicen entre si y ninguno es cierto: migrate_diff.go:41 dice que el ejecutor los emite, migrate_execute.go:387 dice que vienen en ops posteriores que Diff no produce para una tabla nueva. Es el patron que Plan.Down trata como defecto de primera en la direccion inversa"
QK-28,P2,quark,A8,hecho,"hecho en A8 S7 (quark#410): applyPrecisionScale refina solo float32/float64/Nullable de ellos (DECIMAL(p,s), NUMBER(p,s) en Oracle) y en cualquier otro tipo la pista se ignora con aviso de etiqueta; normalizeType lee numeric/NUMBER(p,s) como decimal para que el plan converja en PG y Oracle; TYP-11 a present",quark.md,"`internal/migrate/migrate.go:270-276` — applyPrecisionScale DESCARTA el tipo base en vez de refinarlo y no mira ni el tipo Go ni el dialecto: un string con la pista precision/scale sale DECIMAL(10,2) y un bool sale DECIMAL(3). Su godoc describe lo contrario de lo que hace"
QK-29,P2,quark,A8,hecho,"hecho en A8 S5 (quark#409): SQLTypeWithOpts toma el tipo del mapper tal cual y le añade PRIMARY KEY salvo que el mapper lo escriba; TYP-02 a present. En la misma sesión: forma UUID ([16]byte) con tipo por motor (TYP-01) y CHECK declarado en el modelo con quark:""check="" o db:""…,enum="" (TYP-03); banco 38 de 69",quark.md,"`internal/migrate/migrate.go:75-81` — SQLTypeWithOpts devuelve el tipo del mapper ANTES de anadir el sufijo de clave primaria, asi que el camino documentado para UUID (el ejemplo de type_mapper.go, copiado tal cual en la guia publica) genera tablas SIN clave primaria"
QK-30,P3,quark,A8,hecho,hecho en A8 S7 (quark#410): la fila de slices/maps de la matriz dice que NO se almacenan (database/sql los rechaza al escribir) y apunta a Array[T]/JSON[T]; el roadmap deja de llamar nativo a Array[T] en PostgreSQL (el array nativo para slices es S6),quark.md,"`website/docs/reference/type-matrix.mdx` dice que []string, []int64 y map[string]any se serializan, y `website/docs/reference/roadmap.mdx:49` afirma en la seccion de lo YA existente que Array[T] es nativo en PostgreSQL. El banco mide ausente el array nativo (TYP-04) y parcial el envoltorio (TYP-05)"
QK-31,P3,quark,A8,hecho,"hecho en A8 S2 (quark#406): los tres t.Skipf tras un Ping fallido en mariadb_suite_test.go pasan a t.Fatalf; el cuarto salta solo con el DSN sin definir, que la etiqueta integration hace imposible; LIKE-11 a present",quark.md,"`internal/enginesuite/mariadb_suite_test.go:40,60,207,359` — cuatro t.Skipf DESPUES de comprobar que el motor no responde: la lane se pone verde sin haber ejercido su motor, que es la forma exacta de ORBIT_BENCH_BROWSER=required que A6 dejo escrita"
QK-32,P3,quark,A12,abierto,"nacido en A8 S2 al cerrar QK-25: Where(col, ""LIKE"", pattern) y el tipado Like entregan el patrón OPACO bajo el escape por defecto del motor, que no es el mismo en los seis (PostgreSQL/MySQL/MariaDB leen la barra invertida como escape; SQLite/SQL Server/Oracle como un carácter más) — la misma consulta significa cosas distintas por motor",quark.md,"`query_exec.go` buildWhereClause y los cuatro renderizadores de query_crud.go — declarar `ESCAPE '\'` también en la forma plana unificaría el significado, pero cambia lo que significa una barra invertida en tres motores para toda consulta publicada: es rompiente y QADR-0010 lo acumula en el major de A12. Hasta entonces las formas escapadas (WhereLike, WhereContains…) son la forma portable, y la doc lo dice"
OR-56,P2,orbit,A9,hecho,"orbit#522 (A9 S8): el handler del stream lee por una goroutine y espera también a su propio contexto; cuando un registro más nuevo lo desaloja devuelve Aborted al extremo viejo —que ve su stream cerrado— y descarta el frame que entra en la carrera; banco HA-05 present (el extremo viejo recibe el error y ningún frame suyo llega a la UI ni al replay)",orbit.md,"`server/services/agent_service.go` (bucle lector de `Stream` con select sobre `streamCtx`); sonda `probeSameNodeIDSupersedes`"
OR-57,P3,orbit,A12,abierto,"nacido en A9 S1 (orbit#501): server.Config.AgentIdentityFromCertificate está APAGADO por defecto; encenderlo rompe a un fleet que comparte un certificado entre agentes, así que el volteo del default espera al major de A12 (QADR-0010)",orbit.md,"`server/config.go` AgentIdentityFromCertificate y `server/services/agent_service.go` Stream: con el knob apagado un certificado para node-a puede registrarse como node-b (WARN en el log); IDENT-06 mide ambos regímenes y la doc de seguridad lo dice"
OR-58,P3,orbit,A9,hecho,"orbit#526 (A9 S10): la descripción de Data Studio de la SPA del fleet dice lo que ocurre desde S4 —la política de la aplicación por modelo y verbo, y el operador con tenant que sólo ve y escribe su tenant— en vez de la prosa de 2026-08; y la SPA muestra el tenant del operador (SelfInfo.tenant) y la columna que acota un modelo (ModelInfo.tenant_field), campos que el servidor y el agente rellenan al pinar el proto (UI-09 sigue partial hasta entonces, con la sonda comprobando el relleno)",orbit.md,"`ui/src/fleet/lib/i18n.ts` (dataStudio.description); `ui/src/fleet/lib/operator.ts`; sonda UI-09"
OR-59,P3,orbit,A12,abierto,"UIF-02 del banco de navegador del fleet (orbit#526, A9 S10) lo mide como absent: en el tema claro (el que arranca por defecto) el texto pequeño atenuado de la vista general está por debajo de 4.5:1 sobre la superficie --t1 (el eslogan, un valor de tarjeta, una etiqueta); los rótulos del sidebar pasaron a un token que cumple y los tokens claros --t27/--t32 se subieron como se hizo con --t26, y lo que queda es el re-skin de las pantallas del fleet sobre los tokens compartidos (ADR-015), no otro token retocado suelto",orbit.md,"`internal/adminbench/browser/specs/fleet.spec.ts` (UIF-02) y `internal/fleettest/fleetbench/browserbench_test.go` (veredicto absent con la razón); `ui/src/fleet/index.css` (paleta numerada)"
OR-60,P3,orbit,A9,hecho,"orbit#527 (A9 S11): ListModelsResponse.node_id y PaginatedRecords.node_id (qué agente respondió) estaban declarados en el cable y el servidor los dejaba vacíos —descartaba el nodo que dispatch devuelve—, así que una UI delante de varios nodos no sabía de quién era la página que leía; el servidor los rellena y el test del clúster de tres agentes lo comprueba en cada nodo",orbit.md,"`server/services/datastudio_service.go` (ListModels, ListRecords); `internal/fleettest/fleetbench/cluster_test.go` (TestFleetParityThreeAgents)"
